infinitive,is_reflexive,verb_ending,stem,mood,tense,person,conjugation
abandonar,False,ar,abandon,indicativo,presente,1s,abandono
abandonar,False,ar,abandon,indicativo,presente,2s,abandonas
abandonar,False,ar,abandon,indicativo,presente,3s,abandona
abandonar,False,ar,abandon,indicativo,presente,1p,abandonamos
abandonar,False,ar,abandon,indicativo,presente,2p,abandonáis
abandonar,False,ar,abandon,indicativo,presente,3p,abandonan
abandonar,False,ar,abandon,indicativo,futuro,1s,abandonaré
abandonar,False,ar,abandon,indicativo,futuro,2s,abandonarás
abandonar,False,ar,abandon,indicativo,futuro,3s,abandonará
abandonar,False,ar,abandon,indicativo,futuro,1p,abandonaremos
abandonar,False,ar,abandon,indicativo,futuro,2p,abandonaréis
abandonar,False,ar,abandon,indicativo,futuro,3p,abandonarán
abandonar,False,ar,abandon,indicativo,imperfecto,1s,abandonaba
abandonar,False,ar,abandon,indicativo,imperfecto,2s,abandonabas
abandonar,False,ar,abandon,indicativo,imperfecto,3s,abandonaba
abandonar,False,ar,abandon,indicativo,imperfecto,1p,abandonábamos
abandonar,False,ar,abandon,indicativo,imperfecto,2p,abandonabais
abandonar,False,ar,abandon,indicativo,imperfecto,3p,abandonaban
abandonar,False,ar,abandon,indicativo,pretérito,1s,abandoné
abandonar,False,ar,abandon,indicativo,pretérito,2s,abandonaste
abandonar,False,ar,abandon,indicativo,pretérito,3s,abandonó
abandonar,False,ar,abandon,indicativo,pretérito,1p,abandonamos
abandonar,False,ar,abandon,indicativo,pretérito,2p,abandonasteis
abandonar,False,ar,abandon,indicativo,pretérito,3p,abandonaron
abandonar,False,ar,abandon,indicativo,condicional,1s,abandonaría
abandonar,False,ar,abandon,indicativo,condicional,2s,abandonarías
abandonar,False,ar,abandon,indicativo,condicional,3s,abandonaría
abandonar,False,ar,abandon,indicativo,condicional,1p,abandonaríamos
abandonar,False,ar,abandon,indicativo,condicional,2p,abandonaríais
abandonar,False,ar,abandon,indicativo,condicional,3p,abandonarían
abandonar,False,ar,abandon,indicativo,presente perfecto,1s,he abandonado
abandonar,False,ar,abandon,indicativo,presente perfecto,2s,has abandonado
abandonar,False,ar,abandon,indicativo,presente perfecto,3s,ha abandonado
abandonar,False,ar,abandon,indicativo,presente perfecto,1p,hemos abandonado
abandonar,False,ar,abandon,indicativo,presente perfecto,2p,habéis abandonado
abandonar,False,ar,abandon,indicativo,presente perfecto,3p,han abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,1s,habré abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,2s,habrás abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,3s,habrá abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,1p,habremos abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,2p,habréis abandonado
abandonar,False,ar,abandon,indicativo,futuro perfecto,3p,habrán abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,1s,había abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,2s,habías abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,3s,había abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,1p,habíamos abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,2p,habíais abandonado
abandonar,False,ar,abandon,indicativo,pluscuamperfecto,3p,habían abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,1s,habría abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,2s,habrías abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,3s,habría abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,1p,habríamos abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,2p,habríais abandonado
abandonar,False,ar,abandon,indicativo,condicional perfecto,3p,habrían abandonado
abandonar,False,ar,abandon,subjuntivo,presente,1s,abandone
abandonar,False,ar,abandon,subjuntivo,presente,2s,abandones
abandonar,False,ar,abandon,subjuntivo,presente,3s,abandone
abandonar,False,ar,abandon,subjuntivo,presente,1p,abandonemos
abandonar,False,ar,abandon,subjuntivo,presente,2p,abandonéis
abandonar,False,ar,abandon,subjuntivo,presente,3p,abandonen
abandonar,False,ar,abandon,subjuntivo,imperfecto,1s,abandonara
abandonar,False,ar,abandon,subjuntivo,imperfecto,2s,abandonaras
abandonar,False,ar,abandon,subjuntivo,imperfecto,3s,abandonara
abandonar,False,ar,abandon,subjuntivo,imperfecto,1p,abandonáramos
abandonar,False,ar,abandon,subjuntivo,imperfecto,2p,abandonarais
abandonar,False,ar,abandon,subjuntivo,imperfecto,3p,abandonaran
abandonar,False,ar,abandon,subjuntivo,futuro,1s,abandonare
abandonar,False,ar,abandon,subjuntivo,futuro,2s,abandonares
abandonar,False,ar,abandon,subjuntivo,futuro,3s,abandonare
abandonar,False,ar,abandon,subjuntivo,futuro,1p,abandonáremos
abandonar,False,ar,abandon,subjuntivo,futuro,2p,abandonareis
abandonar,False,ar,abandon,subjuntivo,futuro,3p,abandonaren
abandonar,False,ar,abandon,subjuntivo,presente perfecto,1s,haya abandonado
abandonar,False,ar,abandon,subjuntivo,presente perfecto,2s,hayas abandonado
abandonar,False,ar,abandon,subjuntivo,presente perfecto,3s,haya abandonado
abandonar,False,ar,abandon,subjuntivo,presente perfecto,1p,hayamos abandonado
abandonar,False,ar,abandon,subjuntivo,presente perfecto,2p,hayáis abandonado
abandonar,False,ar,abandon,subjuntivo,presente perfecto,3p,hayan abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,1s,hubiere abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,2s,hubieres abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,3s,hubiere abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,1p,hubiéremos abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,2p,hubiereis abandonado
abandonar,False,ar,abandon,subjuntivo,futuro perfecto,3p,hubieren abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,1s,hubiera abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,2s,hubieras abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,3s,hubiera abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,1p,hubiéramos abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,2p,hubierais abandonado
abandonar,False,ar,abandon,subjuntivo,pluscuamperfecto,3p,hubieran abandonado
abandonar,False,ar,abandon,imperativo afirmativo,presente,1s,
abandonar,False,ar,abandon,imperativo afirmativo,presente,2s,abandona
abandonar,False,ar,abandon,imperativo afirmativo,presente,3s,abandonad
abandonar,False,ar,abandon,imperativo afirmativo,presente,1p,
abandonar,False,ar,abandon,imperativo afirmativo,presente,2p,abandone
abandonar,False,ar,abandon,imperativo afirmativo,presente,3p,abandonen
abandonar,False,ar,abandon,imperativo negativo,presente,1s,
abandonar,False,ar,abandon,imperativo negativo,presente,2s,no abandones
abandonar,False,ar,abandon,imperativo negativo,presente,3s,no abandonéis
abandonar,False,ar,abandon,imperativo negativo,presente,1p,
abandonar,False,ar,abandon,imperativo negativo,presente,2p,no abandone
abandonar,False,ar,abandon,imperativo negativo,presente,3p,no abandonen
abordar,False,ar,abord,indicativo,presente,1s,abordo
abordar,False,ar,abord,indicativo,presente,2s,abordas
abordar,False,ar,abord,indicativo,presente,3s,aborda
abordar,False,ar,abord,indicativo,presente,1p,abordamos
abordar,False,ar,abord,indicativo,presente,2p,abordáis
abordar,False,ar,abord,indicativo,presente,3p,abordan
abordar,False,ar,abord,indicativo,futuro,1s,abordaré
abordar,False,ar,abord,indicativo,futuro,2s,abordarás
abordar,False,ar,abord,indicativo,futuro,3s,abordará
abordar,False,ar,abord,indicativo,futuro,1p,abordaremos
abordar,False,ar,abord,indicativo,futuro,2p,abordaréis
abordar,False,ar,abord,indicativo,futuro,3p,abordarán
abordar,False,ar,abord,indicativo,imperfecto,1s,abordaba
abordar,False,ar,abord,indicativo,imperfecto,2s,abordabas
abordar,False,ar,abord,indicativo,imperfecto,3s,abordaba
abordar,False,ar,abord,indicativo,imperfecto,1p,abordábamos
abordar,False,ar,abord,indicativo,imperfecto,2p,abordabais
abordar,False,ar,abord,indicativo,imperfecto,3p,abordaban
abordar,False,ar,abord,indicativo,pretérito,1s,abordé
abordar,False,ar,abord,indicativo,pretérito,2s,abordaste
abordar,False,ar,abord,indicativo,pretérito,3s,abordó
abordar,False,ar,abord,indicativo,pretérito,1p,abordamos
abordar,False,ar,abord,indicativo,pretérito,2p,abordasteis
abordar,False,ar,abord,indicativo,pretérito,3p,abordaron
abordar,False,ar,abord,indicativo,condicional,1s,abordaría
abordar,False,ar,abord,indicativo,condicional,2s,abordarías
abordar,False,ar,abord,indicativo,condicional,3s,abordaría
abordar,False,ar,abord,indicativo,condicional,1p,abordaríamos
abordar,False,ar,abord,indicativo,condicional,2p,abordaríais
abordar,False,ar,abord,indicativo,condicional,3p,abordarían
abordar,False,ar,abord,indicativo,presente perfecto,1s,he abordado
abordar,False,ar,abord,indicativo,presente perfecto,2s,has abordado
abordar,False,ar,abord,indicativo,presente perfecto,3s,ha abordado
abordar,False,ar,abord,indicativo,presente perfecto,1p,hemos abordado
abordar,False,ar,abord,indicativo,presente perfecto,2p,habéis abordado
abordar,False,ar,abord,indicativo,presente perfecto,3p,han abordado
abordar,False,ar,abord,indicativo,futuro perfecto,1s,habré abordado
abordar,False,ar,abord,indicativo,futuro perfecto,2s,habrás abordado
abordar,False,ar,abord,indicativo,futuro perfecto,3s,habrá abordado
abordar,False,ar,abord,indicativo,futuro perfecto,1p,habremos abordado
abordar,False,ar,abord,indicativo,futuro perfecto,2p,habréis abordado
abordar,False,ar,abord,indicativo,futuro perfecto,3p,habrán abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,1s,había abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,2s,habías abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,3s,había abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,1p,habíamos abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,2p,habíais abordado
abordar,False,ar,abord,indicativo,pluscuamperfecto,3p,habían abordado
abordar,False,ar,abord,indicativo,condicional perfecto,1s,habría abordado
abordar,False,ar,abord,indicativo,condicional perfecto,2s,habrías abordado
abordar,False,ar,abord,indicativo,condicional perfecto,3s,habría abordado
abordar,False,ar,abord,indicativo,condicional perfecto,1p,habríamos abordado
abordar,False,ar,abord,indicativo,condicional perfecto,2p,habríais abordado
abordar,False,ar,abord,indicativo,condicional perfecto,3p,habrían abordado
abordar,False,ar,abord,subjuntivo,presente,1s,aborde
abordar,False,ar,abord,subjuntivo,presente,2s,abordes
abordar,False,ar,abord,subjuntivo,presente,3s,aborde
abordar,False,ar,abord,subjuntivo,presente,1p,abordemos
abordar,False,ar,abord,subjuntivo,presente,2p,abordéis
abordar,False,ar,abord,subjuntivo,presente,3p,aborden
abordar,False,ar,abord,subjuntivo,imperfecto,1s,abordara
abordar,False,ar,abord,subjuntivo,imperfecto,2s,abordaras
abordar,False,ar,abord,subjuntivo,imperfecto,3s,abordara
abordar,False,ar,abord,subjuntivo,imperfecto,1p,abordáramos
abordar,False,ar,abord,subjuntivo,imperfecto,2p,abordarais
abordar,False,ar,abord,subjuntivo,imperfecto,3p,abordaran
abordar,False,ar,abord,subjuntivo,futuro,1s,abordare
abordar,False,ar,abord,subjuntivo,futuro,2s,abordares
abordar,False,ar,abord,subjuntivo,futuro,3s,abordare
abordar,False,ar,abord,subjuntivo,futuro,1p,abordáremos
abordar,False,ar,abord,subjuntivo,futuro,2p,abordareis
abordar,False,ar,abord,subjuntivo,futuro,3p,abordaren
abordar,False,ar,abord,subjuntivo,presente perfecto,1s,haya abordado
abordar,False,ar,abord,subjuntivo,presente perfecto,2s,hayas abordado
abordar,False,ar,abord,subjuntivo,presente perfecto,3s,haya abordado
abordar,False,ar,abord,subjuntivo,presente perfecto,1p,hayamos abordado
abordar,False,ar,abord,subjuntivo,presente perfecto,2p,hayáis abordado
abordar,False,ar,abord,subjuntivo,presente perfecto,3p,hayan abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,1s,hubiere abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,2s,hubieres abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,3s,hubiere abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,1p,hubiéremos abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,2p,hubiereis abordado
abordar,False,ar,abord,subjuntivo,futuro perfecto,3p,hubieren abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,1s,hubiera abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,2s,hubieras abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,3s,hubiera abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,1p,hubiéramos abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,2p,hubierais abordado
abordar,False,ar,abord,subjuntivo,pluscuamperfecto,3p,hubieran abordado
abordar,False,ar,abord,imperativo afirmativo,presente,1s,
abordar,False,ar,abord,imperativo afirmativo,presente,2s,aborda
abordar,False,ar,abord,imperativo afirmativo,presente,3s,abordad
abordar,False,ar,abord,imperativo afirmativo,presente,1p,
abordar,False,ar,abord,imperativo afirmativo,presente,2p,aborde
abordar,False,ar,abord,imperativo afirmativo,presente,3p,aborden
abordar,False,ar,abord,imperativo negativo,presente,1s,
abordar,False,ar,abord,imperativo negativo,presente,2s,no abordes
abordar,False,ar,abord,imperativo negativo,presente,3s,no abordéis
abordar,False,ar,abord,imperativo negativo,presente,1p,
abordar,False,ar,abord,imperativo negativo,presente,2p,no aborde
abordar,False,ar,abord,imperativo negativo,presente,3p,no aborden
abortar,False,ar,abort,indicativo,presente,1s,aborto
abortar,False,ar,abort,indicativo,presente,2s,abortas
abortar,False,ar,abort,indicativo,presente,3s,aborta
abortar,False,ar,abort,indicativo,presente,1p,abortamos
abortar,False,ar,abort,indicativo,presente,2p,abortáis
abortar,False,ar,abort,indicativo,presente,3p,abortan
abortar,False,ar,abort,indicativo,futuro,1s,abortaré
abortar,False,ar,abort,indicativo,futuro,2s,abortarás
abortar,False,ar,abort,indicativo,futuro,3s,abortará
abortar,False,ar,abort,indicativo,futuro,1p,abortaremos
abortar,False,ar,abort,indicativo,futuro,2p,abortaréis
abortar,False,ar,abort,indicativo,futuro,3p,abortarán
abortar,False,ar,abort,indicativo,imperfecto,1s,abortaba
abortar,False,ar,abort,indicativo,imperfecto,2s,abortabas
abortar,False,ar,abort,indicativo,imperfecto,3s,abortaba
abortar,False,ar,abort,indicativo,imperfecto,1p,abortábamos
abortar,False,ar,abort,indicativo,imperfecto,2p,abortabais
abortar,False,ar,abort,indicativo,imperfecto,3p,abortaban
abortar,False,ar,abort,indicativo,pretérito,1s,aborté
abortar,False,ar,abort,indicativo,pretérito,2s,abortaste
abortar,False,ar,abort,indicativo,pretérito,3s,abortó
abortar,False,ar,abort,indicativo,pretérito,1p,abortamos
abortar,False,ar,abort,indicativo,pretérito,2p,abortasteis
abortar,False,ar,abort,indicativo,pretérito,3p,abortaron
abortar,False,ar,abort,indicativo,condicional,1s,abortaría
abortar,False,ar,abort,indicativo,condicional,2s,abortarías
abortar,False,ar,abort,indicativo,condicional,3s,abortaría
abortar,False,ar,abort,indicativo,condicional,1p,abortaríamos
abortar,False,ar,abort,indicativo,condicional,2p,abortaríais
abortar,False,ar,abort,indicativo,condicional,3p,abortarían
abortar,False,ar,abort,indicativo,presente perfecto,1s,he abortado
abortar,False,ar,abort,indicativo,presente perfecto,2s,has abortado
abortar,False,ar,abort,indicativo,presente perfecto,3s,ha abortado
abortar,False,ar,abort,indicativo,presente perfecto,1p,hemos abortado
abortar,False,ar,abort,indicativo,presente perfecto,2p,habéis abortado
abortar,False,ar,abort,indicativo,presente perfecto,3p,han abortado
abortar,False,ar,abort,indicativo,futuro perfecto,1s,habré abortado
abortar,False,ar,abort,indicativo,futuro perfecto,2s,habrás abortado
abortar,False,ar,abort,indicativo,futuro perfecto,3s,habrá abortado
abortar,False,ar,abort,indicativo,futuro perfecto,1p,habremos abortado
abortar,False,ar,abort,indicativo,futuro perfecto,2p,habréis abortado
abortar,False,ar,abort,indicativo,futuro perfecto,3p,habrán abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,1s,había abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,2s,habías abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,3s,había abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,1p,habíamos abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,2p,habíais abortado
abortar,False,ar,abort,indicativo,pluscuamperfecto,3p,habían abortado
abortar,False,ar,abort,indicativo,condicional perfecto,1s,habría abortado
abortar,False,ar,abort,indicativo,condicional perfecto,2s,habrías abortado
abortar,False,ar,abort,indicativo,condicional perfecto,3s,habría abortado
abortar,False,ar,abort,indicativo,condicional perfecto,1p,habríamos abortado
abortar,False,ar,abort,indicativo,condicional perfecto,2p,habríais abortado
abortar,False,ar,abort,indicativo,condicional perfecto,3p,habrían abortado
abortar,False,ar,abort,subjuntivo,presente,1s,aborte
abortar,False,ar,abort,subjuntivo,presente,2s,abortes
abortar,False,ar,abort,subjuntivo,presente,3s,aborte
abortar,False,ar,abort,subjuntivo,presente,1p,abortemos
abortar,False,ar,abort,subjuntivo,presente,2p,abortéis
abortar,False,ar,abort,subjuntivo,presente,3p,aborten
abortar,False,ar,abort,subjuntivo,imperfecto,1s,abortara
abortar,False,ar,abort,subjuntivo,imperfecto,2s,abortaras
abortar,False,ar,abort,subjuntivo,imperfecto,3s,abortara
abortar,False,ar,abort,subjuntivo,imperfecto,1p,abortáramos
abortar,False,ar,abort,subjuntivo,imperfecto,2p,abortarais
abortar,False,ar,abort,subjuntivo,imperfecto,3p,abortaran
abortar,False,ar,abort,subjuntivo,futuro,1s,abortare
abortar,False,ar,abort,subjuntivo,futuro,2s,abortares
abortar,False,ar,abort,subjuntivo,futuro,3s,abortare
abortar,False,ar,abort,subjuntivo,futuro,1p,abortáremos
abortar,False,ar,abort,subjuntivo,futuro,2p,abortareis
abortar,False,ar,abort,subjuntivo,futuro,3p,abortaren
abortar,False,ar,abort,subjuntivo,presente perfecto,1s,haya abortado
abortar,False,ar,abort,subjuntivo,presente perfecto,2s,hayas abortado
abortar,False,ar,abort,subjuntivo,presente perfecto,3s,haya abortado
abortar,False,ar,abort,subjuntivo,presente perfecto,1p,hayamos abortado
abortar,False,ar,abort,subjuntivo,presente perfecto,2p,hayáis abortado
abortar,False,ar,abort,subjuntivo,presente perfecto,3p,hayan abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,1s,hubiere abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,2s,hubieres abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,3s,hubiere abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,1p,hubiéremos abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,2p,hubiereis abortado
abortar,False,ar,abort,subjuntivo,futuro perfecto,3p,hubieren abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,1s,hubiera abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,2s,hubieras abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,3s,hubiera abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,1p,hubiéramos abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,2p,hubierais abortado
abortar,False,ar,abort,subjuntivo,pluscuamperfecto,3p,hubieran abortado
abortar,False,ar,abort,imperativo afirmativo,presente,1s,
abortar,False,ar,abort,imperativo afirmativo,presente,2s,aborta
abortar,False,ar,abort,imperativo afirmativo,presente,3s,abortad
abortar,False,ar,abort,imperativo afirmativo,presente,1p,
abortar,False,ar,abort,imperativo afirmativo,presente,2p,aborte
abortar,False,ar,abort,imperativo afirmativo,presente,3p,aborten
abortar,False,ar,abort,imperativo negativo,presente,1s,
abortar,False,ar,abort,imperativo negativo,presente,2s,no abortes
abortar,False,ar,abort,imperativo negativo,presente,3s,no abortéis
abortar,False,ar,abort,imperativo negativo,presente,1p,
abortar,False,ar,abort,imperativo negativo,presente,2p,no aborte
abortar,False,ar,abort,imperativo negativo,presente,3p,no aborten
abrazar,False,ar,abraz,indicativo,presente,1s,abrazo
abrazar,False,ar,abraz,indicativo,presente,2s,abrazas
abrazar,False,ar,abraz,indicativo,presente,3s,abraza
abrazar,False,ar,abraz,indicativo,presente,1p,abrazamos
abrazar,False,ar,abraz,indicativo,presente,2p,abrazáis
abrazar,False,ar,abraz,indicativo,presente,3p,abrazan
abrazar,False,ar,abraz,indicativo,futuro,1s,abrazaré
abrazar,False,ar,abraz,indicativo,futuro,2s,abrazarás
abrazar,False,ar,abraz,indicativo,futuro,3s,abrazará
abrazar,False,ar,abraz,indicativo,futuro,1p,abrazaremos
abrazar,False,ar,abraz,indicativo,futuro,2p,abrazaréis
abrazar,False,ar,abraz,indicativo,futuro,3p,abrazarán
abrazar,False,ar,abraz,indicativo,imperfecto,1s,abrazaba
abrazar,False,ar,abraz,indicativo,imperfecto,2s,abrazabas
abrazar,False,ar,abraz,indicativo,imperfecto,3s,abrazaba
abrazar,False,ar,abraz,indicativo,imperfecto,1p,abrazábamos
abrazar,False,ar,abraz,indicativo,imperfecto,2p,abrazabais
abrazar,False,ar,abraz,indicativo,imperfecto,3p,abrazaban
abrazar,False,ar,abraz,indicativo,pretérito,1s,abracé
abrazar,False,ar,abraz,indicativo,pretérito,2s,abrazaste
abrazar,False,ar,abraz,indicativo,pretérito,3s,abrazó
abrazar,False,ar,abraz,indicativo,pretérito,1p,abrazamos
abrazar,False,ar,abraz,indicativo,pretérito,2p,abrazasteis
abrazar,False,ar,abraz,indicativo,pretérito,3p,abrazaron
abrazar,False,ar,abraz,indicativo,condicional,1s,abrazaría
abrazar,False,ar,abraz,indicativo,condicional,2s,abrazarías
abrazar,False,ar,abraz,indicativo,condicional,3s,abrazaría
abrazar,False,ar,abraz,indicativo,condicional,1p,abrazaríamos
abrazar,False,ar,abraz,indicativo,condicional,2p,abrazaríais
abrazar,False,ar,abraz,indicativo,condicional,3p,abrazarían
abrazar,False,ar,abraz,indicativo,presente perfecto,1s,he abrazado
abrazar,False,ar,abraz,indicativo,presente perfecto,2s,has abrazado
abrazar,False,ar,abraz,indicativo,presente perfecto,3s,ha abrazado
abrazar,False,ar,abraz,indicativo,presente perfecto,1p,hemos abrazado
abrazar,False,ar,abraz,indicativo,presente perfecto,2p,habéis abrazado
abrazar,False,ar,abraz,indicativo,presente perfecto,3p,han abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,1s,habré abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,2s,habrás abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,3s,habrá abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,1p,habremos abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,2p,habréis abrazado
abrazar,False,ar,abraz,indicativo,futuro perfecto,3p,habrán abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,1s,había abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,2s,habías abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,3s,había abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,1p,habíamos abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,2p,habíais abrazado
abrazar,False,ar,abraz,indicativo,pluscuamperfecto,3p,habían abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,1s,habría abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,2s,habrías abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,3s,habría abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,1p,habríamos abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,2p,habríais abrazado
abrazar,False,ar,abraz,indicativo,condicional perfecto,3p,habrían abrazado
abrazar,False,ar,abraz,subjuntivo,presente,1s,abrace
abrazar,False,ar,abraz,subjuntivo,presente,2s,abraces
abrazar,False,ar,abraz,subjuntivo,presente,3s,abrace
abrazar,False,ar,abraz,subjuntivo,presente,1p,abracemos
abrazar,False,ar,abraz,subjuntivo,presente,2p,abracéis
abrazar,False,ar,abraz,subjuntivo,presente,3p,abracen
abrazar,False,ar,abraz,subjuntivo,imperfecto,1s,abrazara
abrazar,False,ar,abraz,subjuntivo,imperfecto,2s,abrazaras
abrazar,False,ar,abraz,subjuntivo,imperfecto,3s,abrazara
abrazar,False,ar,abraz,subjuntivo,imperfecto,1p,abrazáramos
abrazar,False,ar,abraz,subjuntivo,imperfecto,2p,abrazarais
abrazar,False,ar,abraz,subjuntivo,imperfecto,3p,abrazaran
abrazar,False,ar,abraz,subjuntivo,futuro,1s,abrazare
abrazar,False,ar,abraz,subjuntivo,futuro,2s,abrazares
abrazar,False,ar,abraz,subjuntivo,futuro,3s,abrazare
abrazar,False,ar,abraz,subjuntivo,futuro,1p,abrazáremos
abrazar,False,ar,abraz,subjuntivo,futuro,2p,abrazareis
abrazar,False,ar,abraz,subjuntivo,futuro,3p,abrazaren
abrazar,False,ar,abraz,subjuntivo,presente perfecto,1s,haya abrazado
abrazar,False,ar,abraz,subjuntivo,presente perfecto,2s,hayas abrazado
abrazar,False,ar,abraz,subjuntivo,presente perfecto,3s,haya abrazado
abrazar,False,ar,abraz,subjuntivo,presente perfecto,1p,hayamos abrazado
abrazar,False,ar,abraz,subjuntivo,presente perfecto,2p,hayáis abrazado
abrazar,False,ar,abraz,subjuntivo,presente perfecto,3p,hayan abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,1s,hubiere abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,2s,hubieres abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,3s,hubiere abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,1p,hubiéremos abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,2p,hubiereis abrazado
abrazar,False,ar,abraz,subjuntivo,futuro perfecto,3p,hubieren abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,1s,hubiera abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,2s,hubieras abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,3s,hubiera abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,1p,hubiéramos abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,2p,hubierais abrazado
abrazar,False,ar,abraz,subjuntivo,pluscuamperfecto,3p,hubieran abrazado
abrazar,False,ar,abraz,imperativo afirmativo,presente,1s,
abrazar,False,ar,abraz,imperativo afirmativo,presente,2s,abraza
abrazar,False,ar,abraz,imperativo afirmativo,presente,3s,abrazad
abrazar,False,ar,abraz,imperativo afirmativo,presente,1p,
abrazar,False,ar,abraz,imperativo afirmativo,presente,2p,abrace
abrazar,False,ar,abraz,imperativo afirmativo,presente,3p,abracen
abrazar,False,ar,abraz,imperativo negativo,presente,1s,
abrazar,False,ar,abraz,imperativo negativo,presente,2s,no abraces
abrazar,False,ar,abraz,imperativo negativo,presente,3s,no abracéis
abrazar,False,ar,abraz,imperativo negativo,presente,1p,
abrazar,False,ar,abraz,imperativo negativo,presente,2p,no abrace
abrazar,False,ar,abraz,imperativo negativo,presente,3p,no abracen
abrir,False,ir,abr,indicativo,presente,1s,abro
abrir,False,ir,abr,indicativo,presente,2s,abres
abrir,False,ir,abr,indicativo,presente,3s,abre
