infinitive,is_reflexive,verb_ending,stem,mood,tense,person,conjugation
colocar,False,ar,coloc,imperativo afirmativo,presente,2p,coloque
colocar,False,ar,coloc,imperativo afirmativo,presente,3p,coloquen
colocar,False,ar,coloc,imperativo negativo,presente,1s,
colocar,False,ar,coloc,imperativo negativo,presente,2s,no coloques
colocar,False,ar,coloc,imperativo negativo,presente,3s,no coloquéis
colocar,False,ar,coloc,imperativo negativo,presente,1p,
colocar,False,ar,coloc,imperativo negativo,presente,2p,no coloque
colocar,False,ar,coloc,imperativo negativo,presente,3p,no coloquen
colonizar,False,ar,coloniz,indicativo,presente,1s,colonizo
colonizar,False,ar,coloniz,indicativo,presente,2s,colonizas
colonizar,False,ar,coloniz,indicativo,presente,3s,coloniza
colonizar,False,ar,coloniz,indicativo,presente,1p,colonizamos
colonizar,False,ar,coloniz,indicativo,presente,2p,colonizáis
colonizar,False,ar,coloniz,indicativo,presente,3p,colonizan
colonizar,False,ar,coloniz,indicativo,futuro,1s,colonizaré
colonizar,False,ar,coloniz,indicativo,futuro,2s,colonizarás
colonizar,False,ar,coloniz,indicativo,futuro,3s,colonizará
colonizar,False,ar,coloniz,indicativo,futuro,1p,colonizaremos
colonizar,False,ar,coloniz,indicativo,futuro,2p,colonizaréis
colonizar,False,ar,coloniz,indicativo,futuro,3p,colonizarán
colonizar,False,ar,coloniz,indicativo,imperfecto,1s,colonizaba
colonizar,False,ar,coloniz,indicativo,imperfecto,2s,colonizabas
colonizar,False,ar,coloniz,indicativo,imperfecto,3s,colonizaba
colonizar,False,ar,coloniz,indicativo,imperfecto,1p,colonizábamos
colonizar,False,ar,coloniz,indicativo,imperfecto,2p,colonizabais
colonizar,False,ar,coloniz,indicativo,imperfecto,3p,colonizaban
colonizar,False,ar,coloniz,indicativo,pretérito,1s,colonicé
colonizar,False,ar,coloniz,indicativo,pretérito,2s,colonizaste
colonizar,False,ar,coloniz,indicativo,pretérito,3s,colonizó
colonizar,False,ar,coloniz,indicativo,pretérito,1p,colonizamos
colonizar,False,ar,coloniz,indicativo,pretérito,2p,colonizasteis
colonizar,False,ar,coloniz,indicativo,pretérito,3p,colonizaron
colonizar,False,ar,coloniz,indicativo,condicional,1s,colonizaría
colonizar,False,ar,coloniz,indicativo,condicional,2s,colonizarías
colonizar,False,ar,coloniz,indicativo,condicional,3s,colonizaría
colonizar,False,ar,coloniz,indicativo,condicional,1p,colonizaríamos
colonizar,False,ar,coloniz,indicativo,condicional,2p,colonizaríais
colonizar,False,ar,coloniz,indicativo,condicional,3p,colonizarían
colonizar,False,ar,coloniz,indicativo,presente perfecto,1s,he colonizado
colonizar,False,ar,coloniz,indicativo,presente perfecto,2s,has colonizado
colonizar,False,ar,coloniz,indicativo,presente perfecto,3s,ha colonizado
colonizar,False,ar,coloniz,indicativo,presente perfecto,1p,hemos colonizado
colonizar,False,ar,coloniz,indicativo,presente perfecto,2p,habéis colonizado
colonizar,False,ar,coloniz,indicativo,presente perfecto,3p,han colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,1s,habré colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,2s,habrás colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,3s,habrá colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,1p,habremos colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,2p,habréis colonizado
colonizar,False,ar,coloniz,indicativo,futuro perfecto,3p,habrán colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,1s,había colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,2s,habías colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,3s,había colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,1p,habíamos colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,2p,habíais colonizado
colonizar,False,ar,coloniz,indicativo,pluscuamperfecto,3p,habían colonizado
comprar,False,ar,compr,indicativo,futuro,1s,compraré
comprar,False,ar,compr,indicativo,futuro,2s,comprarás
comprar,False,ar,compr,indicativo,futuro,3s,comprará
comprar,False,ar,compr,indicativo,futuro,1p,compraremos
comprar,False,ar,compr,indicativo,futuro,2p,compraréis
comprar,False,ar,compr,indicativo,futuro,3p,comprarán
colonizar,False,ar,coloniz,indicativo,condicional perfecto,1s,habría colonizado
colonizar,False,ar,coloniz,indicativo,condicional perfecto,2s,habrías colonizado
colonizar,False,ar,coloniz,indicativo,condicional perfecto,3s,habría colonizado
colonizar,False,ar,coloniz,indicativo,condicional perfecto,1p,habríamos colonizado
colonizar,False,ar,coloniz,indicativo,condicional perfecto,2p,habríais colonizado
colonizar,False,ar,coloniz,indicativo,condicional perfecto,3p,habrían colonizado
colonizar,False,ar,coloniz,subjuntivo,presente,1s,colonice
colonizar,False,ar,coloniz,subjuntivo,presente,2s,colonices
colonizar,False,ar,coloniz,subjuntivo,presente,3s,colonice
colonizar,False,ar,coloniz,subjuntivo,presente,1p,colonicemos
colonizar,False,ar,coloniz,subjuntivo,presente,2p,colonicéis
colonizar,False,ar,coloniz,subjuntivo,presente,3p,colonicen
colonizar,False,ar,coloniz,subjuntivo,imperfecto,1s,colonizara
colonizar,False,ar,coloniz,subjuntivo,imperfecto,2s,colonizaras
colonizar,False,ar,coloniz,subjuntivo,imperfecto,3s,colonizara
colonizar,False,ar,coloniz,subjuntivo,imperfecto,1p,colonizáramos
colonizar,False,ar,coloniz,subjuntivo,imperfecto,2p,colonizarais
colonizar,False,ar,coloniz,subjuntivo,imperfecto,3p,colonizaran
colonizar,False,ar,coloniz,subjuntivo,futuro,1s,colonizare
colonizar,False,ar,coloniz,subjuntivo,futuro,2s,colonizares
colonizar,False,ar,coloniz,subjuntivo,futuro,3s,colonizare
colonizar,False,ar,coloniz,subjuntivo,futuro,1p,colonizáremos
colonizar,False,ar,coloniz,subjuntivo,futuro,2p,colonizareis
colonizar,False,ar,coloniz,subjuntivo,futuro,3p,colonizaren
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,1s,haya colonizado
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,2s,hayas colonizado
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,3s,haya colonizado
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,1p,hayamos colonizado
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,2p,hayáis colonizado
colonizar,False,ar,coloniz,subjuntivo,presente perfecto,3p,hayan colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,1s,hubiere colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,2s,hubieres colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,3s,hubiere colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,1p,hubiéremos colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,2p,hubiereis colonizado
colonizar,False,ar,coloniz,subjuntivo,futuro perfecto,3p,hubieren colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,1s,hubiera colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,2s,hubieras colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,3s,hubiera colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,1p,hubiéramos colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,2p,hubierais colonizado
colonizar,False,ar,coloniz,subjuntivo,pluscuamperfecto,3p,hubieran colonizado
colonizar,False,ar,coloniz,imperativo afirmativo,presente,1s,
colonizar,False,ar,coloniz,imperativo afirmativo,presente,2s,coloniza
colonizar,False,ar,coloniz,imperativo afirmativo,presente,3s,colonizad
colonizar,False,ar,coloniz,imperativo afirmativo,presente,1p,
colonizar,False,ar,coloniz,imperativo afirmativo,presente,2p,colonice
colonizar,False,ar,coloniz,imperativo afirmativo,presente,3p,colonicen
colonizar,False,ar,coloniz,imperativo negativo,presente,1s,
colonizar,False,ar,coloniz,imperativo negativo,presente,2s,no colonices
colonizar,False,ar,coloniz,imperativo negativo,presente,3s,no colonicéis
colonizar,False,ar,coloniz,imperativo negativo,presente,1p,
colonizar,False,ar,coloniz,imperativo negativo,presente,2p,no colonice
colonizar,False,ar,coloniz,imperativo negativo,presente,3p,no colonicen
combatir,False,ir,combat,indicativo,presente,1s,combato
combatir,False,ir,combat,indicativo,presente,2s,combates
combatir,False,ir,combat,indicativo,presente,3s,combate
combatir,False,ir,combat,indicativo,presente,1p,combatimos
combatir,False,ir,combat,indicativo,presente,2p,combatís
combatir,False,ir,combat,indicativo,presente,3p,combaten
combatir,False,ir,combat,indicativo,futuro,1s,combatiré
combatir,False,ir,combat,indicativo,futuro,2s,combatirás
combatir,False,ir,combat,indicativo,futuro,3s,combatirá
combatir,False,ir,combat,indicativo,futuro,1p,combatiremos
combatir,False,ir,combat,indicativo,futuro,2p,combatiréis
combatir,False,ir,combat,indicativo,futuro,3p,combatirán
combatir,False,ir,combat,indicativo,imperfecto,1s,combatía
combatir,False,ir,combat,indicativo,imperfecto,2s,combatías
combatir,False,ir,combat,indicativo,imperfecto,3s,combatía
combatir,False,ir,combat,indicativo,imperfecto,1p,combatíamos
combatir,False,ir,combat,indicativo,imperfecto,2p,combatíais
combatir,False,ir,combat,indicativo,imperfecto,3p,combatían
combatir,False,ir,combat,indicativo,pretérito,1s,combatí
combatir,False,ir,combat,indicativo,pretérito,2s,combatiste
combatir,False,ir,combat,indicativo,pretérito,3s,combatió
combatir,False,ir,combat,indicativo,pretérito,1p,combatimos
combatir,False,ir,combat,indicativo,pretérito,2p,combatisteis
combatir,False,ir,combat,indicativo,pretérito,3p,combatieron
combatir,False,ir,combat,indicativo,condicional,1s,combatiría
combatir,False,ir,combat,indicativo,condicional,2s,combatirías
combatir,False,ir,combat,indicativo,condicional,3s,combatiría
combatir,False,ir,combat,indicativo,condicional,1p,combatiríamos
combatir,False,ir,combat,indicativo,condicional,2p,combatiríais
combatir,False,ir,combat,indicativo,condicional,3p,combatirían
combatir,False,ir,combat,indicativo,presente perfecto,1s,he combatido
combatir,False,ir,combat,indicativo,presente perfecto,2s,has combatido
combatir,False,ir,combat,indicativo,presente perfecto,3s,ha combatido
combatir,False,ir,combat,indicativo,presente perfecto,1p,hemos combatido
combatir,False,ir,combat,indicativo,presente perfecto,2p,habéis combatido
combatir,False,ir,combat,indicativo,presente perfecto,3p,han combatido
combatir,False,ir,combat,indicativo,futuro perfecto,1s,habré combatido
combatir,False,ir,combat,indicativo,futuro perfecto,2s,habrás combatido
combatir,False,ir,combat,indicativo,futuro perfecto,3s,habrá combatido
combatir,False,ir,combat,indicativo,futuro perfecto,1p,habremos combatido
combatir,False,ir,combat,indicativo,futuro perfecto,2p,habréis combatido
combatir,False,ir,combat,indicativo,futuro perfecto,3p,habrán combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,1s,había combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,2s,habías combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,3s,había combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,1p,habíamos combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,2p,habíais combatido
combatir,False,ir,combat,indicativo,pluscuamperfecto,3p,habían combatido
combatir,False,ir,combat,indicativo,condicional perfecto,1s,habría combatido
combatir,False,ir,combat,indicativo,condicional perfecto,2s,habrías combatido
combatir,False,ir,combat,indicativo,condicional perfecto,3s,habría combatido
combatir,False,ir,combat,indicativo,condicional perfecto,1p,habríamos combatido
combatir,False,ir,combat,indicativo,condicional perfecto,2p,habríais combatido
combatir,False,ir,combat,indicativo,condicional perfecto,3p,habrían combatido
combatir,False,ir,combat,subjuntivo,presente,1s,combata
combatir,False,ir,combat,subjuntivo,presente,2s,combatas
combatir,False,ir,combat,subjuntivo,presente,3s,combata
combatir,False,ir,combat,subjuntivo,presente,1p,combatamos
combatir,False,ir,combat,subjuntivo,presente,2p,combatáis
combatir,False,ir,combat,subjuntivo,presente,3p,combatan
combatir,False,ir,combat,subjuntivo,imperfecto,1s,combatiera
combatir,False,ir,combat,subjuntivo,imperfecto,2s,combatieras
combatir,False,ir,combat,subjuntivo,imperfecto,3s,combatiera
combatir,False,ir,combat,subjuntivo,imperfecto,1p,combatiéramos
combatir,False,ir,combat,subjuntivo,imperfecto,2p,combatierais
combatir,False,ir,combat,subjuntivo,imperfecto,3p,combatieran
combatir,False,ir,combat,subjuntivo,futuro,1s,combatiere
combatir,False,ir,combat,subjuntivo,futuro,2s,combatieres
combatir,False,ir,combat,subjuntivo,futuro,3s,combatiere
combatir,False,ir,combat,subjuntivo,futuro,1p,combatiéremos
combatir,False,ir,combat,subjuntivo,futuro,2p,combatiereis
combatir,False,ir,combat,subjuntivo,futuro,3p,combatieren
combatir,False,ir,combat,subjuntivo,presente perfecto,1s,haya combatido
combatir,False,ir,combat,subjuntivo,presente perfecto,2s,hayas combatido
combatir,False,ir,combat,subjuntivo,presente perfecto,3s,haya combatido
combatir,False,ir,combat,subjuntivo,presente perfecto,1p,hayamos combatido
combatir,False,ir,combat,subjuntivo,presente perfecto,2p,hayáis combatido
combatir,False,ir,combat,subjuntivo,presente perfecto,3p,hayan combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,1s,hubiere combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,2s,hubieres combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,3s,hubiere combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,1p,hubiéremos combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,2p,hubiereis combatido
combatir,False,ir,combat,subjuntivo,futuro perfecto,3p,hubieren combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,1s,hubiera combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,2s,hubieras combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,3s,hubiera combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,1p,hubiéramos combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,2p,hubierais combatido
combatir,False,ir,combat,subjuntivo,pluscuamperfecto,3p,hubieran combatido
combatir,False,ir,combat,imperativo afirmativo,presente,1s,
combatir,False,ir,combat,imperativo afirmativo,presente,2s,combate
combatir,False,ir,combat,imperativo afirmativo,presente,3s,combatid
combatir,False,ir,combat,imperativo afirmativo,presente,1p,
combatir,False,ir,combat,imperativo afirmativo,presente,2p,combata
combatir,False,ir,combat,imperativo afirmativo,presente,3p,combatan
combatir,False,ir,combat,imperativo negativo,presente,1s,
combatir,False,ir,combat,imperativo negativo,presente,2s,no combatas
combatir,False,ir,combat,imperativo negativo,presente,3s,no combatáis
combatir,False,ir,combat,imperativo negativo,presente,1p,
combatir,False,ir,combat,imperativo negativo,presente,2p,no combata
combatir,False,ir,combat,imperativo negativo,presente,3p,no combatan
comenzar,False,ar,comenz,indicativo,presente,1s,comienzo
comenzar,False,ar,comenz,indicativo,presente,2s,comienzas
comenzar,False,ar,comenz,indicativo,presente,3s,comienza
comenzar,False,ar,comenz,indicativo,presente,1p,comenzamos
comenzar,False,ar,comenz,indicativo,presente,2p,comenzáis
comenzar,False,ar,comenz,indicativo,presente,3p,comienzan
comenzar,False,ar,comenz,indicativo,futuro,1s,comenzaré
comenzar,False,ar,comenz,indicativo,futuro,2s,comenzarás
comenzar,False,ar,comenz,indicativo,futuro,3s,comenzará
comenzar,False,ar,comenz,indicativo,futuro,1p,comenzaremos
comenzar,False,ar,comenz,indicativo,futuro,2p,comenzaréis
comenzar,False,ar,comenz,indicativo,futuro,3p,comenzarán
comenzar,False,ar,comenz,indicativo,imperfecto,1s,comenzaba
comenzar,False,ar,comenz,indicativo,imperfecto,2s,comenzabas
comenzar,False,ar,comenz,indicativo,imperfecto,3s,comenzaba
comenzar,False,ar,comenz,indicativo,imperfecto,1p,comenzábamos
comenzar,False,ar,comenz,indicativo,imperfecto,2p,comenzabais
comenzar,False,ar,comenz,indicativo,imperfecto,3p,comenzaban
comenzar,False,ar,comenz,indicativo,pretérito,1s,comencé
comenzar,False,ar,comenz,indicativo,pretérito,2s,comenzaste
comenzar,False,ar,comenz,indicativo,pretérito,3s,comenzó
comenzar,False,ar,comenz,indicativo,pretérito,1p,comenzamos
comenzar,False,ar,comenz,indicativo,pretérito,2p,comenzasteis
comenzar,False,ar,comenz,indicativo,pretérito,3p,comenzaron
comenzar,False,ar,comenz,indicativo,condicional,1s,comenzaría
comenzar,False,ar,comenz,indicativo,condicional,2s,comenzarías
comenzar,False,ar,comenz,indicativo,condicional,3s,comenzaría
comenzar,False,ar,comenz,indicativo,condicional,1p,comenzaríamos
comenzar,False,ar,comenz,indicativo,condicional,2p,comenzaríais
comenzar,False,ar,comenz,indicativo,condicional,3p,comenzarían
comenzar,False,ar,comenz,indicativo,presente perfecto,1s,he comenzado
comenzar,False,ar,comenz,indicativo,presente perfecto,2s,has comenzado
comenzar,False,ar,comenz,indicativo,presente perfecto,3s,ha comenzado
comenzar,False,ar,comenz,indicativo,presente perfecto,1p,hemos comenzado
comenzar,False,ar,comenz,indicativo,presente perfecto,2p,habéis comenzado
comenzar,False,ar,comenz,indicativo,presente perfecto,3p,han comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,1s,habré comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,2s,habrás comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,3s,habrá comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,1p,habremos comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,2p,habréis comenzado
comenzar,False,ar,comenz,indicativo,futuro perfecto,3p,habrán comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,1s,había comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,2s,habías comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,3s,había comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,1p,habíamos comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,2p,habíais comenzado
comenzar,False,ar,comenz,indicativo,pluscuamperfecto,3p,habían comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,1s,habría comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,2s,habrías comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,3s,habría comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,1p,habríamos comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,2p,habríais comenzado
comenzar,False,ar,comenz,indicativo,condicional perfecto,3p,habrían comenzado
comenzar,False,ar,comenz,subjuntivo,presente,1s,comience
comenzar,False,ar,comenz,subjuntivo,presente,2s,comiences
comenzar,False,ar,comenz,subjuntivo,presente,3s,comience
comenzar,False,ar,comenz,subjuntivo,presente,1p,comencemos
comenzar,False,ar,comenz,subjuntivo,presente,2p,comencéis
comenzar,False,ar,comenz,subjuntivo,presente,3p,comiencen
comenzar,False,ar,comenz,subjuntivo,imperfecto,1s,comenzara
comenzar,False,ar,comenz,subjuntivo,imperfecto,2s,comenzaras
comenzar,False,ar,comenz,subjuntivo,imperfecto,3s,comenzara
comenzar,False,ar,comenz,subjuntivo,imperfecto,1p,comenzáramos
comenzar,False,ar,comenz,subjuntivo,imperfecto,2p,comenzarais
comenzar,False,ar,comenz,subjuntivo,imperfecto,3p,comenzaran
comenzar,False,ar,comenz,subjuntivo,futuro,1s,comenzare
comenzar,False,ar,comenz,subjuntivo,futuro,2s,comenzares
comenzar,False,ar,comenz,subjuntivo,futuro,3s,comenzare
comenzar,False,ar,comenz,subjuntivo,futuro,1p,comenzáremos
comenzar,False,ar,comenz,subjuntivo,futuro,2p,comenzareis
comenzar,False,ar,comenz,subjuntivo,futuro,3p,comenzaren
comenzar,False,ar,comenz,subjuntivo,presente perfecto,1s,haya comenzado
comenzar,False,ar,comenz,subjuntivo,presente perfecto,2s,hayas comenzado
comenzar,False,ar,comenz,subjuntivo,presente perfecto,3s,haya comenzado
comenzar,False,ar,comenz,subjuntivo,presente perfecto,1p,hayamos comenzado
comenzar,False,ar,comenz,subjuntivo,presente perfecto,2p,hayáis comenzado
comenzar,False,ar,comenz,subjuntivo,presente perfecto,3p,hayan comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,1s,hubiere comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,2s,hubieres comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,3s,hubiere comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,1p,hubiéremos comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,2p,hubiereis comenzado
comenzar,False,ar,comenz,subjuntivo,futuro perfecto,3p,hubieren comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,1s,hubiera comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,2s,hubieras comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,3s,hubiera comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,1p,hubiéramos comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,2p,hubierais comenzado
comenzar,False,ar,comenz,subjuntivo,pluscuamperfecto,3p,hubieran comenzado
comenzar,False,ar,comenz,imperativo afirmativo,presente,1s,
comenzar,False,ar,comenz,imperativo afirmativo,presente,2s,comienza
comenzar,False,ar,comenz,imperativo afirmativo,presente,3s,comenzad
comenzar,False,ar,comenz,imperativo afirmativo,presente,1p,
comenzar,False,ar,comenz,imperativo afirmativo,presente,2p,comience
comenzar,False,ar,comenz,imperativo afirmativo,presente,3p,comiencen
comenzar,False,ar,comenz,imperativo negativo,presente,1s,
comenzar,False,ar,comenz,imperativo negativo,presente,2s,no comiences
comenzar,False,ar,comenz,imperativo negativo,presente,3s,no comencéis
comenzar,False,ar,comenz,imperativo negativo,presente,1p,
comenzar,False,ar,comenz,imperativo negativo,presente,2p,no comience
comenzar,False,ar,comenz,imperativo negativo,presente,3p,no comiencen
comer,False,er,com,indicativo,presente,1s,como
comer,False,er,com,indicativo,presente,2s,comes
comer,False,er,com,indicativo,presente,3s,come
comer,False,er,com,indicativo,presente,1p,comemos
comer,False,er,com,indicativo,presente,2p,coméis
comer,False,er,com,indicativo,presente,3p,comen
comer,False,er,com,indicativo,futuro,1s,comeré
comer,False,er,com,indicativo,futuro,2s,comerás
comer,False,er,com,indicativo,futuro,3s,comerá
comer,False,er,com,indicativo,futuro,1p,comeremos
comer,False,er,com,indicativo,futuro,2p,comeréis
comer,False,er,com,indicativo,futuro,3p,comerán
comer,False,er,com,indicativo,imperfecto,1s,comía
comer,False,er,com,indicativo,imperfecto,2s,comías
comer,False,er,com,indicativo,imperfecto,3s,comía
comer,False,er,com,indicativo,imperfecto,1p,comíamos
comer,False,er,com,indicativo,imperfecto,2p,comíais
comer,False,er,com,indicativo,imperfecto,3p,comían
comer,False,er,com,indicativo,pretérito,1s,comí
comer,False,er,com,indicativo,pretérito,2s,comiste
comer,False,er,com,indicativo,pretérito,3s,comió
comer,False,er,com,indicativo,pretérito,1p,comimos
comer,False,er,com,indicativo,pretérito,2p,comisteis
comer,False,er,com,indicativo,pretérito,3p,comieron
comer,False,er,com,indicativo,futuro perfecto,1s,habré comido
comer,False,er,com,indicativo,futuro perfecto,2s,habrás comido
comer,False,er,com,indicativo,futuro perfecto,3s,habrá comido
comer,False,er,com,indicativo,futuro perfecto,1p,habremos comido
comer,False,er,com,indicativo,futuro perfecto,2p,habréis comido
comer,False,er,com,indicativo,futuro perfecto,3p,habrán comido
comer,False,er,com,indicativo,pluscuamperfecto,1s,había comido
comer,False,er,com,indicativo,pluscuamperfecto,2s,habías comido
comer,False,er,com,indicativo,pluscuamperfecto,3s,había comido
comer,False,er,com,indicativo,pluscuamperfecto,1p,habíamos comido
comer,False,er,com,indicativo,pluscuamperfecto,2p,habíais comido
comer,False,er,com,indicativo,pluscuamperfecto,3p,habían comido
comer,False,er,com,indicativo,condicional perfecto,1s,habría comido
comer,False,er,com,indicativo,condicional perfecto,2s,habrías comido
comer,False,er,com,indicativo,condicional perfecto,3s,habría comido
comer,False,er,com,indicativo,condicional perfecto,1p,habríamos comido
comer,False,er,com,indicativo,condicional perfecto,2p,habríais comido
comer,False,er,com,indicativo,condicional perfecto,3p,habrían comido
comer,False,er,com,subjuntivo,presente,1s,coma
comer,False,er,com,subjuntivo,presente,2s,comas
comer,False,er,com,subjuntivo,presente,3s,coma
comer,False,er,com,subjuntivo,presente,1p,comamos
comer,False,er,com,subjuntivo,presente,2p,comáis
comer,False,er,com,subjuntivo,presente,3p,coman
comer,False,er,com,subjuntivo,imperfecto,1s,comiera
comer,False,er,com,subjuntivo,imperfecto,2s,comieras
comer,False,er,com,subjuntivo,imperfecto,3s,comiera
comer,False,er,com,subjuntivo,imperfecto,1p,comiéramos
comer,False,er,com,subjuntivo,imperfecto,2p,comierais
comer,False,er,com,subjuntivo,imperfecto,3p,comieran
comer,False,er,com,subjuntivo,futuro,1s,comiere
comer,False,er,com,subjuntivo,futuro,2s,comieres
comer,False,er,com,subjuntivo,futuro,3s,comiere
comer,False,er,com,subjuntivo,futuro,1p,comiéremos
comer,False,er,com,subjuntivo,futuro,2p,comiereis
comer,False,er,com,subjuntivo,futuro,3p,comieren
comer,False,er,com,subjuntivo,presente perfecto,1s,haya comido
comer,False,er,com,subjuntivo,presente perfecto,2s,hayas comido
comer,False,er,com,subjuntivo,presente perfecto,3s,haya comido
comer,False,er,com,subjuntivo,presente perfecto,1p,hayamos comido
comer,False,er,com,subjuntivo,presente perfecto,2p,hayáis comido
comer,False,er,com,subjuntivo,presente perfecto,3p,hayan comido
comer,False,er,com,subjuntivo,futuro perfecto,1s,hubiere comido
comer,False,er,com,subjuntivo,futuro perfecto,2s,hubieres comido
comer,False,er,com,subjuntivo,futuro perfecto,3s,hubiere comido
comer,False,er,com,subjuntivo,futuro perfecto,1p,hubiéremos comido
comer,False,er,com,subjuntivo,futuro perfecto,2p,hubiereis comido
comer,False,er,com,subjuntivo,futuro perfecto,3p,hubieren comido
comer,False,er,com,subjuntivo,pluscuamperfecto,1s,hubiera comido
comer,False,er,com,subjuntivo,pluscuamperfecto,2s,hubieras comido
comer,False,er,com,subjuntivo,pluscuamperfecto,3s,hubiera comido
comer,False,er,com,subjuntivo,pluscuamperfecto,1p,hubiéramos comido
comer,False,er,com,subjuntivo,pluscuamperfecto,2p,hubierais comido
comer,False,er,com,subjuntivo,pluscuamperfecto,3p,hubieran comido
comer,False,er,com,imperativo afirmativo,presente,1s,
comer,False,er,com,imperativo afirmativo,presente,2s,come
comer,False,er,com,imperativo afirmativo,presente,3s,comed
comer,False,er,com,imperativo afirmativo,presente,1p,
comer,False,er,com,imperativo afirmativo,presente,2p,coma
comer,False,er,com,imperativo afirmativo,presente,3p,coman
comer,False,er,com,imperativo negativo,presente,1s,
comer,False,er,com,imperativo negativo,presente,2s,no comas
comer,False,er,com,imperativo negativo,presente,3s,no comáis
comer,False,er,com,imperativo negativo,presente,1p,
comer,False,er,com,imperativo negativo,presente,2p,no coma
comer,False,er,com,imperativo negativo,presente,3p,no coman
competir,False,ir,compet,indicativo,presente,1s,compito
competir,False,ir,compet,indicativo,presente,2s,compites
competir,False,ir,compet,indicativo,presente,3s,compite
competir,False,ir,compet,indicativo,presente,1p,competimos
competir,False,ir,compet,indicativo,presente,2p,competís
competir,False,ir,compet,indicativo,presente,3p,compiten
competir,False,ir,compet,indicativo,futuro,1s,competiré
competir,False,ir,compet,indicativo,futuro,2s,competirás
competir,False,ir,compet,indicativo,futuro,3s,competirá
competir,False,ir,compet,indicativo,futuro,1p,competiremos
